bibkey,type,title,authors,doi,gs_citations,journal
Seti18,phdthesis,Computer-aided diagnosis in thoracic CT scans for lung cancer screening,Arnaud Arindra Adiyoso Setio,,,PhD thesis
Sheikh22a,mastersthesis,Domain Generalization for Prostate Cancer Detection in MRI,Sheikh Adilina and Anindo Saha and Henkjan Huisman,,,Master thesis
Sier20,article,Rapid study assessment in follow-up whole-body computed tomography in patients with multiple myeloma using a dedicated bone subtraction software,"M. M. Sieren and F. Brenne and A. Hering and H. Kienapfel and N. Gebauer and T. H. Oechtering and A. F\""{u}rschke and F. Wegner and E. Stahlberg and S. Heldmann and J. Barkhausen and A. Frydrychowicz",10.1007/s00330-019-06631-9,,ER
Silv17,conference,Subsolid and part-solid nodules in lung cancer screening: comparison between visual and computer-aided detection,M. Silva and G. Capretti and N. Sverzellati and C. Jacobs and F. Ciompi and B. van Ginneken and C.M. Schaefer-Prokop and A. Marchian\`o and U. Pastorino,,,
Silv17a,conference,Non-solid and Part-solid Nodules: Comparison Between Visual and Computer Aided Detection,Mario Silva and Giovanni Capretti and Nicola Sverzellati and Colin Jacobs and Francesco Ciompi and Bram van Ginneken and Cornelia M Schaefer-Prokop and Mathias Prokop and Alfonso Marchiano and Ugo Pastorino,,,
Silv18,article,Detection of Subsolid Nodules in Lung Cancer Screening: Complementary Sensitivity of Visual Reading and Computer-Aided Diagnosis,"Silva, Mario and Schaefer-Prokop, Cornelia M and Jacobs, Colin and Capretti, Giovanni and Ciompi, Francesco and van Ginneken, Bram and Pastorino, Ugo and Sverzellati, Nicola",10.1097/RLI.0000000000000464,13,IR
Silv18a,article,Long-term Active Surveillance of Screening Detected Subsolid Nodules is a Safe Strategy to Reduce Overtreatment,"Silva, Mario and Prokop, Mathias and Jacobs, Colin and Capretti, Giovanni and Sverzellati, Nicola and Ciompi, Francesco and van Ginneken, Bram and Schaefer-Prokop, Cornelia M and Galeone, Carlotta and Marchiano, Alfonso and Pastorino, Ugo",10.1016/j.jtho.2018.06.013,15,JTO
Silv19,conference,Lung Cancer Screening in NLST Eligibles: Tailoring Annual Low-Dose Computed Tomography by Post-Test Risk Stratification,"Silva, Mario and Milanese, Gianluca and Sabia, Frederica and Jacobs, Colin and van Ginneken, Bram and Prokop, Mathias and Schaefer-Prokop, Cornelia and Sestini, Stefano and Marchiano, Alfonso and Sverzellati, Nicola and Pastorino, Ugo",,,
Silv19a,conference,Lung cancer risk after baseline round of screening: Only 20% of NLST eligibles require annual round,"Silva, Mario and Milanese, Gianluca and Sabia, Frederica and Jacobs, Colin and van Ginneken, Bram and Prokop, Mathias and Schaefer-Prokop, Cornelia and Marchiano, Alfonso and Sverzellati, Nicola and Pastorino, Ugo",,,
Silv20,article,Lung cancer screening by nodule volume in Lung-RADS v1.1: negative baseline CT yields potential for increased screening interval,"Silva, Mario and Milanese, Gianluca and Sestini, Stefano and Sabia, Federica and Jacobs, Colin and van Ginneken, Bram and Prokop, Mathias and Schaefer-Prokop, Cornelia M. and Marchiano, Alfonso and Sverzellati, Nicola and Pastorino, Ugo",10.1007/s00330-020-07275-w,,ER
Simp19,article,A large annotated medical image dataset for the development and evaluation of segmentation algorithms,Amber L. Simpson and Michela Antonelli and Spyridon Bakas and Michel Bilello and Keyvan Farahani and Bram van Ginneken and Annette Kopp-Schneider and Bennett A. Landman and Geert Litjens and Bjoern Menze and Olaf Ronneberger and Ronald M. Summers and Patrick Bilic and Patrick F. Christ and Richard K. G. Do and Marc Gollub and Jennifer Golia-Pernicka and Stephan H. Heckers and William R. Jarnagin and Maureen K. McHugo and Sandy Napel and Eugene Vorontsov and Lena Maier-Hein and M. Jorge Cardoso,,75,arXiv:1902.09063
Sleb15,article,Air Trapping in Emphysema,"Slebos, Dirk-Jan and van Rikxoort, Eva M. and van der Bij, Wim",10.1164/rccm.201504-0666IM,1,AJRCCM
Sloo20,mastersthesis,Patient variables related to false predictions of deep-learning assisted prostate cancer detection in MRI,Ilse Slootweg,,,Master thesis
Slui02,inproceedings,Detection of abnormal tissue in {HRCT} scans of the chest,I. C. Sluimer and B. van Ginneken,10.1007/978-3-642-56168-9_255,2,
Slui03,article,Computer-aided diagnosis in high-resolution {CT} of the lungs,I. C. Sluimer and P. F. van Waes and M. A. Viergever and B. van Ginneken,10.1118/1.1624771,181,MP
Slui03a,conference,Texture analysis for automated classification of lung {HRCT} images,I. C. Sluimer and P. F. M. G. van Waes and B. van Ginneken,,,
Slui04,inproceedings,Lung field segmentation from thin-slice {CT} scans in presence of severe pathology,I. C. Sluimer and M. Niemeijer and B. van Ginneken,10.1117/12.535312,32,
Slui05,phdthesis,Automated image analysis of the pathological lung in {CT,I. C. Sluimer,,,PhD thesis
Slui05a,article,Toward automated segmentation of the pathological lung in {CT,I.C. Sluimer and M. Prokop and B. van Ginneken,10.1109/TMI.2005.851757,320,TMI
Slui06,article,"Automated classification of hyperlucency, fibrosis, ground glass, solid and focal lesions in high resolution {CT} of the lung",I. C. Sluimer and M. Prokop and I. Hartmann and B. van Ginneken,10.1118/1.2207131,79,MP
Slui06a,article,Computer analysis of computed tomography scans of the lung: a survey,I. C. Sluimer and A. M. R. Schilham and M. Prokop and B. van Ginneken,10.1109/TMI.2005.862753,621,TMI
Smee18,conference,Tumor heterogeneity as a PET-biomarker predicts overall survival of pancreatic cancer patients,Esther Smeets and Jonas Teuwen and Jeroen van der Laak and Martin Gotthardt and Francesco Ciompi and Erik Aarntzen,,,
Smit09,conference,Reconstruction of high-quality {CTA} from noisy cerebral {CT} perfusion data,E. J. Smit and A. M. Mendrik and A. Waaijer and G. Bertolini and E. P. A. Vonken and B. van Ginneken and M. Prokop,,,
Smit10,inproceedings,Reconstruction of High Quality {CT} Angiography from Noisy Cerebral {CT} Perfusion Data,E. J. Smit and J. Dankbaar and A. M. Mendrik and B. van Ginneken and E. Vonken and M. Prokop,,,
Smit12,article,Timing-Invariant Reconstruction for Deriving High-quality {CT} Angiographic Data from Cerebral {CT} Perfusion Data,"Smit, Ewoud J. and Vonken, Evert-Jan and van der Schaaf, Irene C. and Mendrik, Adrienne and Dankbaar, Jan Willem and Horsch, Alexander D. and van Seeters, Tom and van Ginneken, Bram and Prokop, Mathias",10.1148/radiol.11111068,61,Radiology
Smit12a,conference,Acute Ischemic Stroke Assessment on {CT}-Angiography That Derived from {CT}-Perfusion Images,E. J. Smit and E. Vonken and F. J. Meijer and J. Dankbaar and A. Horsch and B. van Ginneken and B. Velthuis and I. van der Schaaf and M. Prokop,,,
Smit13,article,Timing-Invariant Imaging of Collateral Vessels in Acute Ischemic Stroke,"Smit, Ewoud J. and Vonken, Evert-Jan and van Seeters, Tom and Dankbaar, Jan Willem and van der Schaaf, Irene C. and Kappelle, L Jaap and van Ginneken, Bram and Velthuis, Birgitta K. and Prokop, Mathias",10.1161/STROKEAHA.111.000675,95,Stroke
Smit15,article,Timing-Invariant {CT} Angiography Derived from {CT} Perfusion Imaging in Acute Stroke: A Diagnostic Performance Study,"Smit, E. J. and Vonken, E-J. and Meijer, F J A. and Dankbaar, J. W. and Horsch, A. D. and van Ginneken, B. and Velthuis, B. and van der Schaaf, I. and Prokop, M.",10.3174/ajnr.A4376,16,AJNR
Smit19,phdthesis,Feasibility of a single-acquisition CT stroke protocol,"Smit, Ewoud",,,PhD thesis
Smit21,inproceedings,Quality control of whole-slide images through multi-class semantic segmentation of artifacts,"Smit, Gijs and Ciompi, Francesco and Cig{\'e}hn, Maria and Bod{\'e}n, Anna and van der Laak, Jeroen and Mercan, Caner",,,
Smit23,article,Deep learning based tumor–stroma ratio scoring in colon cancer correlates with microscopic assessment,Marloes A. Smit and Francesco Ciompi and John-Melle Bokhorst and Gabi W. van Pelt and Oscar G.F. Geessink and Hein Putter and Rob A.E.M. Tollenaar and J. Han J.M. van Krieken and Wilma E. Mesker and Jeroen A.W.M. van der Laak,https://doi.org/10.1016/j.jpi.2023.100191,,Journal of Pathology Informatics
Snoe03,inproceedings,Gray scale registration of mammograms using a model of image acquisition,P. R. Snoeren and N. Karssemeijer,10.1007/978-3-540-45087-0_34,6,
Snoe04,article,Thickness correction of mammographic images by means of a global parameter model of the compressed breast,P. R. Snoeren and N. Karssemeijer,10.1109/TMI.2004.827477,51,TMI
Snoe05,inproceedings,Thickness correction of mammographic images by anisotropic filtering and interpolation of dense tissue,P. R. Snoeren and N. Karssemeijer,10.1117/12.595255,18,
Snoe07,article,Gray-scale and geometric registration of full-field digital and film-screen mammograms,P. R. Snoeren and N. Karssemeijer,10.1016/j.media.2006.11.003,11,MIA
Snoe10,inproceedings,Training a Computer Aided Detection System with Simulated Lung Nodules in Chest Radiographs,P. R. Snoeren and G. Litjens and B. van Ginneken and N. Karssemeijer,,9,
Soga18,article,Chest {X}-ray Inpainting with Deep Generative Models,"Sogancioglu}, E. and {Hu}, S. and {Belli}, D. and {van Ginneken}, B.",,4,arXiv:1809.01471
Soga20,article,Cardiomegaly Detection on Chest Radiographs: Segmentation Versus Classification,E. {Sogancioglu} and K. {Murphy} and E. {Calli} and E. T. {Scholten} and S. {Schalekamp} and B. {Van Ginneken,10.1109/ACCESS.2020.2995567,,IEEE Access
Soga22,article,Automated estimation of total lung volume using chest radiographs and deep learning,"Sogancioglu, Ecem and Murphy, Keelin and Th Scholten, Ernst and Boulogne, Luuk H. and Prokop, Mathias and van Ginneken, Bram",10.1002/mp.15655,,MP
Soly15,article,Quantification of Pathologic Air Trapping in Lung Transplant Patients Using {CT} Density Mapping: Comparison with Other {CT} Air Trapping Measures,"Solyanik, Olga and Hollmann, Patrick and Dettmer, Sabine and Kaireit, Till and Schaefer-Prokop, Cornelia and Wacker, Frank and Vogel-Claussen, Jens and Shin, Hoen-Oh",10.1371/journal.pone.0139102,,PLOSONE
Sons19,mastersthesis,Lymphocyte detection in hematoxylin-eosin stained histopathological images of breast cancer,Patrick Sonsma,,,Master thesis
Spre18,article,Impact of automatically detected motion artifacts on coronary calcium scoring in chest computed tomography,"Sprem, Jurica and de Vos, Bob D. and Lessmann, Nikolas and de Jong, Pim A. and Viergever, Max A. and Isgum, Ivana",10.1117/1.JMI.5.4.044007,,JMI
Spre18a,article,Coronary calcium scoring with partial volume correction in anthropomorphic thorax phantom and screening chest {CT} images,"Sprem, Jurica and de Vos, Bob D. and Lessmann, Nikolas and van Hamersvelt, Robbert W. and Greuter, Marcel J. W. and de Jong, Pim A. and Leiner, Tim and Viergever, Max A. and Isgum, Ivana",10.1371/journal.pone.0209318,,PLOSONE
Spro20,mastersthesis,Multi conditional lung nodule synthesis for improved nodule malignancy classification in Computed Tomography scans,"Spronck, J.",,,Master thesis
Spro22,conference,Deep learning-based quantification of immune infiltrate for predicting response to pembrolizumab from pre-treatment biopsies of metastatic non-small cell lung cancer: A study on the PEMBRO-RT phase II trial,"Spronck, J. and Eekelen, L.V. and Tessier, L. and Bogaerts, J. and van der Woude, L. and van den Heuvel, M. and Theelen, W. and Ciompi, F.",,,
Srik12,article,Symmetry-based detection of ductal carcinoma in situ in breast {MRI,"Srikantha, Abhilash and Harz, Markus and Wang, Lei and Platel, Bram and Mann, Ritse M. and Hahn, Horst K. and Peitgen, Heinz-Otto",10.1016/S0720-048X(12)70066-9,2,EJR
Srik13,inproceedings,Symmetry-based detection and diagnosis of DCIS in breast {MRI,"Srikantha, Abhilash and Harz, Markus T. and Newstead, Gillian and Wang, Lei and Platel, Bram and Hegenscheid, Katrin and Mann, Ritse M. and Hahn, Horst K. and Peitgen, Heinz-Otto",10.1007/978-3-642-40602-7_28,6,
Staa02,inproceedings,Classifying convex sets for vessel detection in retinal images,J. J. Staal and S. N. Kalitzin and B. van Ginneken and M. D. Abr\`amoff and T. Berendschot and M. A. Viergever,10.1109/ISBI.2002.1029245,12,
Staa04,phdthesis,Segmentation of elongated structures in medical images,J. J. Staal,,5,PhD thesis
Staa04a,article,Ridge Based Vessel Segmentation in Color Images of the Retina,"Staal, J. J. and Abr\`amoff, M. D. and Niemeijer, M. and Viergever, M. A. and van Ginneken, B.",10.1109/TMI.2004.825627,2720,TMI
Staa04b,inproceedings,Automatic rib segmentation in {CT} data,J. J. Staal and B. van Ginneken and M. A. Viergever,,16,
Staa07,article,"Automatic rib segmentation and labeling in computed tomography scans using a general framework for detection, recognition and segmentation of objects in volumetric data",J. Staal and B. van Ginneken and M. A. Viergever,10.1016/j.media.2006.10.001,72,MIA
Stan18,inproceedings,Cerebral Microbleed Detection in Traumatic Brain Injury Patients using {3D} Convolutational Neural Networks,Kai Standvoss and Tanja Crijns and Lisa Goerke and Demian Janssen and Simon Kern and Timo van Niedek and Joris van Vugt and Natali Alfonso Burgos and Emma J. Gerritse and Justin Mol and Dion van de Vooren and Mohsen Ghafoorian and Thomas L.A. van den Heuvel and Rashindra Manniesing,10.1117/12.2294016,,
Star09,article,Image Subtraction Facilitates Assessment of Volume and Density Change in Ground-Glass Opacities in Chest {CT,M. Staring and J. P. W. Pluim and B. J. de Hoop and S. Klein and B. van Ginneken and H. Gietema and G. Nossent and C. M. Schaefer-Prokop and S. van de Vorst and M. Prokop,10.1097/RLI.0b013e318197fcb7,17,IR
Stav96,inproceedings,Surface {BRDF} and texture of bricks,M. Stavridi and B. van Ginneken and J. J. Koenderink,10.1117/12.230398,4,
Stav97,article,Surface bidirectional reflection distribution function and the texture of bricks and tiles,M. Stavridi and B. van Ginneken and J. J. Koenderink,10.1364/AO.36.003717,15,APOPT
Stee17,article,Evaluation of tongue squamous cell carcinoma resection margins using ex-vivo MR.,"Steens, Stefan C A and Bekers, Elise M and Weijs, Willem L J and Litjens, Geert J S and Veltien, Andor and Maat, Arie and van den Broek, Guido B and van der Laak, Jeroen A W M and Futterer, Jurgen J and van der Kaa, Christina A Hulsbergen and Merkx, Matthias A W and Takes, Robert P",10.1007/s11548-017-1524-6,,IJCARS
Steg09,conference,The three frequencies: the alpha-motoneuron pool as transmitter of rhythmicities in cortico-spinal motor drive,D. F. Stegeman and G. A. van Elswijk and W. J. M. van de Ven and B. U. Kleine,,,
Steg10,article,The alpha-motoneuron pool as transmitter of rhythmicities in cortical motor drive,D. F. Stegeman and W. J. M. van de Ven and G. A. van Elswijk and R. Oostenveld and B. U. Kleine,10.1016/j.clinph.2010.03.052,,CLINNP
Stei14a,conference,Computer-aided diagnosis of X-rays in a screening for pulmonary tuberculosis of a prison population in Tanzania,"A. Steiner and F. Mhimbira and van den Hombergh, J. and P. Clowes and C. Mangu and van Ginneken, B. and Hoelscher, M. and K. Reither",,,
Stei15,article,Screening for pulmonary tuberculosis in a {T}anzanian prison and computer-aided interpretation of chest {X}-rays,"Steiner, A. and Mangu, C. and {van den Hombergh}, J. and {van Deutekom}, H. and {van Ginneken}, B. and Clowes, P. and Mhimbira, F. and Mfinanga, S. and Rachow, A. and Reither, K. and Hoelscher, M.",10.5588/pha.15.0037,15,PHA
Stoe08,article,Can the extent of low-attenuation areas on {CT} scans really demonstrate changes in the severity of emphysema?,B. C. Stoel and D. G. Parr and E. M. Bakker and H. Putter and J. Stolk and H. A. Gietema and A. M. Schilham and B. van Ginneken and R. J. van Klaveren and J. W. J. Lammers and M. Prokop,10.1148/radiol.2471071608,11,Radiology
Stoe19,mastersthesis,Extracting biomarkers from hematoxylin-eosin stained histopathological images of lung cancer,Emiel Stoelinga,,,Master thesis
Stoi17a,conference,Feasibility of multireference tissue normalization of T2-weighted prostate {MRI,Laura Stoilescu and Marnix C. Maas and Henkjan Huisman,,,
Stoi17b,conference,Feasibility of multireferencetissue normalization of T2weighted prostate {MRI,Laura Stoilescu and Henkjan Huisman,,,
Stou01,article,Prophylactic mastectomy in carriers of BRCA mutations,M. J. Stoutjesdijk and J. O. Barentsz,10.1056/NEJM200111153452014,,NEJM
Stou01a,article,Magnetic resonance imaging and mammography in women with a hereditary risk of breast cancer,M. J. Stoutjesdijk and C. Boetes and G. J. Jager and L. Beex and P. Bult and J. H. Hendriks and R. J. Laheij and L. Massuger and L. E. van Die and T. Wobbes and J. O. Barentsz,,,JNCI
Stou05,article,Variability in the description of morphologic and contrast enhancement characteristics of breast lesions on magnetic resonance imaging,"Mark J Stoutjesdijk and Jurgen J F\""utterer and Carla Boetes and Lya E van Die and Gerrit Jager and Jelle O Barentsz",,,IR
Stou07,article,Automated analysis of contrast enhancement in breast {MRI} lesions using mean shift clustering for {ROI} selection,M. J. Stoutjesdijk and J. Veltman and H. Huisman and N. Karssemeijer and J. O. Barentsz and J. G. Blickman and C. Boetes,10.1002/jmri.21026,41,JMRI
Stou11,phdthesis,Automated analysis of contrast enhancement in magnetic resonance imaging of the breast,M. J. Stoutjesdijk,,,PhD thesis
Stou12,article,Computer aided analysis of breast {MRI} enhancement kinetics using mean shift c lustering and multifeature iterative region of interest selection,"Stoutjesdijk, Mark J. and Zijp, Miranda and Boetes, Carla and Karssemeijer, Nico and Barentsz, Jelle O. and Huisman, Henkjan",10.1002/jmri.23746,8,JMRI
Stoy18,book,"Image Analysis for Moving Organ, Breast and Thoracic Images",Danail Stoyanov and Zeike Taylor and Bernhard Kainz and Gabriel Maicas and Reinhard Beichel and Anne Martel and Lena Maier-Hein and Bhatia Kanwal and Tom Vercauteren and Oktay Ozan and Gustavo Carneiro and Andrew P. Bradley and Jacinto Nascimento and Hang Min and Matthew S. Brown and Colin Jacobs and Bianca Lassen-Schmidt and Kensaku Mori and Jens Petersen and Raul San Jose Estepar and Alexander Schmidt-Richberg and Catarina Veiga,10.1007/978-3-030-00946-5,,
Stud20,conference,Validation of computer-assisted tumour-bud and T-cell detection in pT1 colorectal cancer,L. Studer and J. Bokhorst and I. Zlobec and A. Lugli and A. Fischer and F. Ciompi and J. van der Laak and I. Nagtegaal and H. Dawson,,,European Congress of pathology
Stud22,inproceedings,Building-T-cell score is a potential predictor for more aggressive treatment in pT1 colorectal cancers,Linda Studer and John-Melle Bokhorst and Francesco Ciompi and Andreas Fischer and Heather Dawson,,,Proceedings of the ECDP 2022 18th European Congress on Digital Pathology
Stur19,article,Validation of Whole-slide Digitally Imaged Melanocytic Lesions: Does Z-Stack Scanning Improve Diagnostic Accuracy?,"Sturm, Bart and Creytens, David and Cook, Martin G and Smits, Jan and van Dijk, Marcory C R F and Eijken, Erik and Kurpershoek, Eline and Kusters-Vandevelde, Heidi V N and Ooms, Ariadne H A G and Wauters, Carla and Blokx, Willeke A M and van der Laak, Jeroen A W M",10.4103/jpi.jpi_46_18,1,JPATINF
Sunoqrot22a,article,"Artificial Intelligence for Prostate MRI: Open Datasets, Available Applications, and Grand Challenges",Mohammed R. S. Sunoqrot and Anindo Saha and Matin Hosseinzadeh and Mattijs Elschot and Henkjan Huisman,10.1186/s41747-022-00288-8,,European Radiology Experimental
Swid18,inproceedings,Convolutional Neural Networks for Lymphocyte detection in Immunohistochemically Stained Whole-Slide Images,"Swiderska-Chadaj, Zaneta and Pinckaers, Hans and van Rijthoven, Mart and Balkenhol, Maschenka and Melnikova, Margarita and Geessink, Oscar and Manson, Quirine and Litjens, Geert and van der Laak, Jeroen and Ciompi, Francesco",,5,
Swid19,article,Learning to detect lymphocytes in immunohistochemistry with deep learning,"Swiderska-Chadaj, Zaneta and Pinckaers, Hans and van Rijthoven, Mart and Balkenhol, Maschenka and Melnikova, Margarita and Geessink, Oscar and Manson, Quirine and Sherman, Mark and Polonia, Antonio and Parry, Jeremy and Abubakar, Mustapha and Litjens, Geert and van der Laak, Jeroen and Ciompi, Francesco",10.1016/j.media.2019.101547,9,MIA
Swid20,inproceedings,Predicting MYC translocation in HE specimens of diffuse large B-cell lymphoma through deep learning,"Swiderska-Chadaj, Zaneta and Hebeda, Konnie and van den Brand, Michiel and Litjens, Geert",10.1117/12.2549650,,
Swid20a,inproceedings,A deep learning approach to assess the predominant tumor growth pattern in whole-slide images of lung adenocarcinoma,"Swiderska-Chadaj, Zaneta and Nurzynska, Karolina and Bartlomiej, Grala and Grunberg, Katrien and van der Woude, Lieke and Looijen-Salamon, Monika and Walts, Ann E. and Markiewicz, Tomasz and Ciompi, Francesco and Gertych, Arkadiusz",doi: 10.1117/12.2549742,,
Swid20b,article,"Impact of rescanning and normalization on convolutional neural network performance in multi-center, whole-slide classification of prostate cancer","Swiderska-Chadaj, Zaneta and de Bel, Thomas and Blanchet, Lionel and Baidoshvili, Alexi and Vossen, Dirk and van der Laak, Jeroen and Litjens, Geert",10.1038/s41598-020-71420-0,,SCIREP
Swid20c,article,Artificial intelligence to detect MYC translocation in slides of diffuse large B-cell lymphoma,"Swiderska-Chadaj, Zaneta and Hebeda, Konnie M. and van den Brand, Michiel and Litjens, Geert",https://doi.org/10.1007/s00428-020-02931-4,,VIRA
Swid20d,inproceedings,Multi-Patch Blending improves lung cancer growth pattern segmentation in whole-slide images,"Swiderska-Chadaj, Zaneta and Stoelinga, Emiel and Gertych, Arkadiusz and Ciompi, Francesco",10.1109/CPEE50798.2020.9238710,,
Takx14,article,Pulmonary function and {CT} biomarkers as risk factors for cardiovascular events in male lung cancer screening participants: the NELSON study,"Takx, Richard A P. and Vliegenthart, Rozemarijn and Mohamed Hoesein, Firdaus A A and I{\v{s}}gum, Ivana and de Koning, Harry J. and Mali, Willem P Th M. and van der Aalst, Carlijn M. and Zanen, Pieter and Lammers, Jan-Willem J. and Groen, Harry J M. and van Rikxoort, Eva M. and Schmidt, Michael and van Ginneken, Bram and Oudkerk, Matthijs and Leiner, Tim and de Jong, Pim A.",10.1007/s00330-014-3384-6,5,ER
Tamm18,article,Predicting Malignancy Risk of Screen Detected Lung Nodules - Mean Diameter or Volume,Martin Tammemagi and Alex J. Ritchie and Sukhinder Atkar-Khattra and Brendan Dougherty and Calvin Sanghera and John R. Mayo and Ren Yuan and Daria Manos and Annette M. McWilliams and Heidi Schmidt and Michel Gingras and Sergio Pasian and Lori Stewart and Scott Tsai and Jean M.Seely and Paul Burrowes and Rick Bhatia and Ehsan A.Haider and Colm Boylan and Colin Jacobs and Bram van Ginneken and Ming-Sound Tsao and Stephen Lam and {the Pan-Canadian Early Detection of Lung Cancer Study Group,10.1016/j.jtho.2018.10.006,8,JTO
Tan11,inproceedings,Classification of Breast Lesions in Automated {3D} Breast Ultrasound,T. Tan and H.J. Huisman and B. Platel and A. Grivignee and R. Mus and N. Karssemeijer,10.1117/12.877924,7,
Tan11c,inproceedings,Chest wall segmentation in automated 3{D} breast ultrasound using a cylinder model,T. Tan and B. Platel and H. Huisman and N. Karssemeijer,,,
Tan11d,inproceedings,Computer aided interpretation of lesions in automated 3{D} breast ultrasound,T. Tan and B. Platel and T. Twellmann and G. van Schie and R. Mus and A. Grivegnee and L. Tabar and N. Karssemeijer,,,
Tan12,inproceedings,Detection of Breast Cancer in Automated {3D} Breast Ultrasound,Tao Tan and Bram Platel and Roel Mus and Nico Karssemeijer,10.1117/12.911068,5,
Tan12a,article,Computer Aided Lesion Diagnosis in Automated {3D} Breast Ultrasound Using Coronal Spiculation,"Tan, T. and Platel, B. and Huisman, H. and S\'{a}nchez, C. I. and Mus, R. and Karssemeijer, N.",10.1109/TMI.2012.2184549,75,TMI
Tan13,inproceedings,Finding Lesion Correspondences in Different Views of Automated {3D} Breast Ultrasound,"Tao Tan and Bram Platel and Michael Hicks and Ritse M. Mann and Nico Karssemeijer,",10.1117/12.2007475,4,
Tan13a,article,Computer-aided Detection of Cancer in Automated 3D Breast Ultrasound,"Tan, Tao and Platel, Bram and Mus, Roel and Tabar, Laszlo and Mann, Ritse and Karssemeijer, Nico",10.1109/TMI.2013.2263389,70,TMI
Tan13c,article,Chest Wall Segmentation in Automated {3D} Breast Ultrasound Scans,T. Tan and B. Platel and R. M. Mann and H. Huisman and N. Karssemeijer,10.1016/j.media.2012.11.005,19,MIA
Tan13d,inproceedings,Registration of automated 3{D} breast ultrasound views,T. Tan and B. Eiben and B. Platel and J.van Zelst and L. Han and T. Mertzanidou and S. Johnsen and J. Hipwell and R.M. Mann and D. Hawkes and N. Karssemeijer,,,
Tan13e,article,Evaluation of the Effect of Computer-Aided Classification of Benign and Malignant Lesions on Reader Performance in Automated Three-dimensional Breast Ultrasound,"Tan, Tao and Platel, Bram and Twellmann, Thorsten and van Schie, Guido and Mus, Roel and Grivegn\'{e}e, Andr\'{e} and Mann, Ritse M. and Karssemeijer, Nico",10.1016/j.acra.2013.07.013,26,AR
Tan14,phdthesis,Automated 3D Breast Ultrasound Image Analysis,Tao Tan,,,PhD thesis
Tan15,article,Computer-aided detection of breast cancers using Haar-like features in automated 3D breast ultrasound,"Tan, Tao and Mordang, Jan-Jurre and van Zelst, Jan and Grivegn\'{e}e , Andr\'{e} and Gubern-M\'{e}rida,, Albert and Melendez , Jaime and Mann , Ritse M and Zhang , Wei and Platel, Bram and Karssemeijer, Nico",10.1118/1.4914162,26,MP
Tan16,article,Segmentation of malignant lesions in {3D} breast ultrasound using a depth-dependent model,"Tan, Tao and Gubern-M\'{e}rida, Albert and Borelli, Cristina and Manniesing, Rashindra and {van Zelst}, Jan and Wang, Lei and Zhang, Wei and Platel, Bram and Mann, Ritse M. and Karssemeijer, Nico",10.1118/1.4953206,8,MP
Tanc10,article,An anatomically shaped lower body model for {CT} scanning of cadaver femurs,E. Tanck and J. C. W. Deenen and H. J. Huisman and J. G. Kooloos and H. Huizenga and N. Verdonschot,10.1088/0031-9155/55/2/N03,4,PMB
Tann11a,inproceedings,Matching Regions for Mammographic Views: Comparison and Compensation for Deformations,Christine Tanner and Guido van Schie and Nico Karssemeijer and Gabor Szekely,,1,
Tell18,article,Whole-Slide Mitosis Detection in H\&E Breast Histology Using PHH3 as a Reference to Train Distilled Stain-Invariant Convolutional Networks,"Tellez, David and Balkenhol, Maschenka and Otte-Holler, Irene and van de Loo, Rob and Vogels, Rob and Bult, Peter and Wauters, Carla and Vreuls, Willem and Mol, Suzanne and Karssemeijer, Nico and Litjens, Geert and van der Laak, Jeroen and Ciompi, Francesco",10.1109/TMI.2018.2820199,45,TMI
Tell18a,inproceedings,H\&E stain augmentation improves generalization of convolutional networks for histopathological mitosis detection,"Tellez, D. and Balkenhol, M. and Karssemeijer, N. and Litjens, G. and van der Laak, J. and Ciompi, F.",10.1117/12.2293048,,
Tell18b,inproceedings,Gigapixel Whole-Slide Image Classification Using Unsupervised Image Compression And Contrastive Training,"Tellez, D. and van der Laak, J. and Ciompi, F.",,1,
Tell19a,article,Quantifying the effects of data augmentation and stain color normalization in convolutional neural networks for computational pathology,"Tellez, David and Litjens, Geert and Bandi, Peter and Bulten, Wouter and Bokhorst, John-Melle and Ciompi, Francesco and van der Laak, Jeroen",10.1016/j.media.2019.101544,28,MIA
Tell20,inproceedings,Extending Unsupervised Neural Image Compression With Supervised Multitask Learning,"Tellez, David and Hoppener, Diederik and Verhoef, Cornelis and Grunhagen, Dirk and Nierop, Pieter and Drozdzal, Michal and van der Laak, Jeroen and Ciompi, Francesco",,,
Tell21,article,Neural Image Compression for Gigapixel Histopathology Image Analysis.,"Tellez, David and Litjens, Geert and van der Laak, Jeroen and Ciompi, Francesco",10.1109/TPAMI.2019.2936841,,TPAMI
Tell21a,phdthesis,Advancing computational pathology with deep learning: from patches to gigapixel image-level classification,David Tellez,,,PhD thesis
Teus13,conference,Functional optical coherence tomography with a commercial device - a pilot study,M. M. Teussink and M. J. J. P. van Grinsven and B. Cense and C. B. Hoyng and J. Klevering and T. Theelen,,,
Teus15,article,Impact of motion-associated noise on intrinsic optical signal imaging in humans with optical coherence tomography,Michel M. Teussink and Barry Cense and Mark J. J. P. van Grinsven and B. Jeroen Klevering and Carel B. Hoyng and Thomas Theelen,10.1364/BOE.6.001632,,BOE
