bibkey,type,title,authors,ss_id,all_ss_ids,comment
Tan13c,article,Chest Wall Segmentation in Automated {3D} Breast Ultrasound Scans,T. Tan and B. Platel and R. M. Mann and H. Huisman and N. Karssemeijer,534510f570af42f0affc5967dbcaefeb25948aa8,,single doi match
Tan13d,inproceedings,Registration of automated 3{D} breast ultrasound views,T. Tan and B. Eiben and B. Platel and J.van Zelst and L. Han and T. Mertzanidou and S. Johnsen and J. Hipwell and R.M. Mann and D. Hawkes and N. Karssemeijer,,,
Tan13e,article,Evaluation of the Effect of Computer-Aided Classification of Benign and Malignant Lesions on Reader Performance in Automated Three-dimensional Breast Ultrasound,"Tan, Tao and Platel, Bram and Twellmann, Thorsten and van Schie, Guido and Mus, Roel and Grivegn\'{e}e, Andr\'{e} and Mann, Ritse M. and Karssemeijer, Nico",8139e856e3807c839ad70161f5e815552a083a64,,"title matching: single bibkey, single ss_id"
Tan14,phdthesis,Automated 3D Breast Ultrasound Image Analysis,Tao Tan,,,
Tan15,article,Computer-aided detection of breast cancers using Haar-like features in automated 3D breast ultrasound,"Tan, Tao and Mordang, Jan-Jurre and van Zelst, Jan and Grivegn\'{e}e , Andr\'{e} and Gubern-M\'{e}rida,, Albert and Melendez , Jaime and Mann , Ritse M and Zhang , Wei and Platel, Bram and Karssemeijer, Nico",61d67f082bb776ac3a897dd2109bcb61d3660e7b,,"title matching: single bibkey, single ss_id"
Tan16,article,Segmentation of malignant lesions in {3D} breast ultrasound using a depth-dependent model,"Tan, Tao and Gubern-M\'{e}rida, Albert and Borelli, Cristina and Manniesing, Rashindra and {van Zelst}, Jan and Wang, Lei and Zhang, Wei and Platel, Bram and Mann, Ritse M. and Karssemeijer, Nico",16018e9f637a1353bcf8136c4643cea5d0de8bbd,,"title matching: single bibkey, single ss_id"
Tanc10,article,An anatomically shaped lower body model for {CT} scanning of cadaver femurs,E. Tanck and J. C. W. Deenen and H. J. Huisman and J. G. Kooloos and H. Huizenga and N. Verdonschot,d1a97815a9fa5d25ea4b55acb51cbc582c35407e,,"title matching: single bibkey, single ss_id"
Tann11a,inproceedings,Matching Regions for Mammographic Views: Comparison and Compensation for Deformations,Christine Tanner and Guido van Schie and Nico Karssemeijer and Gabor Szekely,,,
Tell18,article,Whole-Slide Mitosis Detection in H\&E Breast Histology Using PHH3 as a Reference to Train Distilled Stain-Invariant Convolutional Networks,"Tellez, David and Balkenhol, Maschenka and Otte-Holler, Irene and van de Loo, Rob and Vogels, Rob and Bult, Peter and Wauters, Carla and Vreuls, Willem and Mol, Suzanne and Karssemeijer, Nico and Litjens, Geert and van der Laak, Jeroen and Ciompi, Francesco",d188bdc40ffea984ce94b88b21fd5d3d3d9972d3,,"title matching: single bibkey, single ss_id"
Tell18a,inproceedings,H\&E stain augmentation improves generalization of convolutional networks for histopathological mitosis detection,"Tellez, D. and Balkenhol, M. and Karssemeijer, N. and Litjens, G. and van der Laak, J. and Ciompi, F.",6f55cc94e6a7b1e7f54b77aecf6b57773378fc21,,"title matching: single bibkey, single ss_id"
Tell18b,inproceedings,Gigapixel Whole-Slide Image Classification Using Unsupervised Image Compression And Contrastive Training,"Tellez, D. and van der Laak, J. and Ciompi, F.",eebf6be2e906c922ee045c946b230b99dd9c86e0,,"title matching: single bibkey, single ss_id"
Tell19a,article,Quantifying the effects of data augmentation and stain color normalization in convolutional neural networks for computational pathology,"Tellez, David and Litjens, Geert and Bandi, Peter and Bulten, Wouter and Bokhorst, John-Melle and Ciompi, Francesco and van der Laak, Jeroen",35ee6606ec99b5bf282a0c5f400edbd16a6e22d9,,"title matching: single bibkey, single ss_id"
Tell20,inproceedings,Extending Unsupervised Neural Image Compression With Supervised Multitask Learning,"Tellez, David and Hoppener, Diederik and Verhoef, Cornelis and Grunhagen, Dirk and Nierop, Pieter and Drozdzal, Michal and van der Laak, Jeroen and Ciompi, Francesco",6441d36a0af25f29abc3a21a012daf1ea9d28594,,"title matching: single bibkey, single ss_id"
Tell21,article,Neural Image Compression for Gigapixel Histopathology Image Analysis.,"Tellez, David and Litjens, Geert and van der Laak, Jeroen and Ciompi, Francesco",fed7c0d369d8991f6b76a661dedd0d1768a402d2,,"title matching: single bibkey, single ss_id"
Tell21a,phdthesis,Advancing computational pathology with deep learning: from patches to gigapixel image-level classification,David Tellez,,,
Teus13,conference,Functional optical coherence tomography with a commercial device - a pilot study,M. M. Teussink and M. J. J. P. van Grinsven and B. Cense and C. B. Hoyng and J. Klevering and T. Theelen,,,
Teus15,article,Impact of motion-associated noise on intrinsic optical signal imaging in humans with optical coherence tomography,Michel M. Teussink and Barry Cense and Mark J. J. P. van Grinsven and B. Jeroen Klevering and Carel B. Hoyng and Thomas Theelen,,,
Teus15a,article,OCT Angiography Compared to Fluorescein and Indocyanine Green Angiography in Chronic Central Serous Chorioretinopathy,"Teussink, Michel M. and Breukink, Myrte B. and van Grinsven, Mark J J P. and Hoyng, Carel B. and Klevering, B Jeroen and Boon, Camiel J F. and de Jong, Eiko K. and Theelen, Thomas",,,
Teuw14,article,A note on Gaussian maximal function,"Teuwen, J.",,,
Teuw16,phdthesis,Shedding new light on gaussian harmonic analysis,"Teuwen, J.",,,
Teuw16b,article,On the integral kernels of derivatives of the Ornstein-Uhlenbeck semigroup,"Teuwen, J.",,,
Teuw17b,conference,Automated pre-selection of mammograms without abnormalities using deep learning,Jonas Teuwen and Michel Kallenberg and Albert Gubern-Merida and Alejandro Rodriguez-Ruiz and Nico Karssemeijer and Ritse Mann,,,
Teuw18,article,On Maximum Focused Electric Energy in Bounded Regions,Jonas Teuwen and Paul Urbach,da42a50fd33cb07f6419f0cd1004b2eda9bdc06a,,"title matching: single bibkey, single ss_id"
Thee20,article,Artificial intelligence for eye care,"Thee, Eric F. and Luttikhuizen, Daniel T. and Lemij, Hans G. and Verbraak, Frank D. and S\'{a}nchez, Clara I. and Klaver, Caroline C.W.",95d2ec56339169d30a774899c6f5b93540a3ce0f,,"title matching: single bibkey, single ss_id"
Timp02,inproceedings,Analysis of changes in masses using contrast and size measures,S. Timp and N. Karssemeijer and J. Hendriks,0dba24303682aab3795c1493f5b639bd38d4358d,,"title matching: single bibkey, single ss_id"
Timp04,article,A new {2D} segmentation method based on dynamic programming applied to computer aided detection in mammography,"Timp, Sheila and Karssemeijer, Nico",475acaf8c5b6f148dd4faabc6a31d7a10605f748,,"title matching: single bibkey, single ss_id"
Timp05,article,A regional registration method to find corresponding mass lesions in temporal mammogram pairs,S. Timp and S. van Engeland and N. Karssemeijer,d41140f0a6e06d1c94715dcd3ce6c4a9cda8ef48,,"title matching: single bibkey, single ss_id"
Timp06,article,Interval change analysis to improve computer aided detection in mammography,S. Timp and N. Karssemeijer,0cac166d49f3f7193b4ef0ba591bc1155aa0a762,,"title matching: single bibkey, single ss_id"
Timp06a,phdthesis,Analysis of Temporal Mammogram Pairs to Detect and Characterise Mass Lesions,S. Timp,,,
Timp07,article,Temporal change analysis for characterization of mass lesions in mammography,S. Timp and C. Varela and N. Karssemeijer,6151c62ea8b3f95b4b4545807cc7b0c9794e9fbf,,"title matching: single bibkey, single ss_id"
Timp10,article,Computer-aided diagnosis with temporal analysis to improve radiologists' interpretation of mammographic mass lesions,Sheila Timp and Celia Varela and Nico Karssemeijer,01bb3eaa558de011fe6cf83f854ed64208cf6785,,"title matching: single bibkey, single ss_id"
Tom22a,conference,AI-assisted analysis of CT perfusion to predict response in patients with pancreatic adenocarcinoma,"Perik, Tom and Hermans, John and Huisman, Henkjan",,,
Trom12,inproceedings,A Hypothesis-Test Framework for Quantitative Lesion Detection and Diagnosis,Christopher Tromans and Guido van Schie and Nico Karssemeijer and Michael Brady,6c9c323e06155fb6d4c3adff3ae733a45c55a4e6,,"title matching: single bibkey, single ss_id"
Turn21,article,Mini Review: The Last Mile-Opportunities and Challenges for Machine Learning in Digital Toxicologic Pathology.,"Turner, Oliver C and Knight, Brian and Zuraw, Aleksandra and Litjens, Geert and Rudmann, Daniel G",ffa308f1ec81d2c2e1e75103af34ba450c33ee25,,"title matching: single bibkey, single ss_id"
Twil21,article,,,,,
Twil23a,conference,Diagnostic Value of Dynamic Contrast-Enhanced MRI for the Detection of Clinically Significant Prostate Cancer in a Multi-Reader Study: Preliminary Results from the PI-CAI Consortium,Jasper Twilt and Anindo Saha and Joeran Bosma and Bram van Ginneken and Derya Yakar and Mattijs Elschot and Jeroen Veltman and Jurgen Fütterer and Henkjan Huisman and Maarten de Rooij,,,
Twil23b,conference,EAU Plenary Gamechanging Session - Artificial Intelligence and Radiologists at Prostate Cancer Detection in MRI: Preliminary Results from the PI-CAI Challenge,Jasper Twilt and Anindo Saha and Joeran Bosma and Bram van Ginneken and Derya Yakar and Mattijs Elschot and Jeroen Veltman and Jurgen Fütterer and Henkjan Huisman and Maarten de Rooij,,,
Uden15,conference,Both {WMH} increase and decline increase the risk of incident dementia; a prospective cohort study: the RUN DMC study,I. van Uden and H.M. van der Holst and A.M. Tuladhar and A.G.W. van Norden and K. de Laat and R. Arntz and M. Ghafoorian and B. Platel and J.A.H.R. Claassen and R.P.C. Kessels and E.J. van Dijk and F.E. de Leeuw,,,
Uffm04,article,Skeletal applications for flat-panel versus storage-phosphor radiography: effect of exposure on detection of low-contrast details,"Uffmann, Martin and Schaefer-Prokop, Cornelia and Neitzel, Ulrich and Weber, Michael and Herold, Christian J. and Prokop, Mathias",,,
Uffm04a,article,[Radiological diagnostics of Hodgkin- and non-Hodgkin lymphomas of the thorax],"Uffmann, M. and Schaefer-Prokop, C.",,,
Uffm05,article,Soft-copy reading of digital chest radiographs: effect of ambient light and automatic optimization of monitor luminance,"Uffmann, Martin and Prokop, Mathias and Kupper, Walter and Mang, Thomas and Fiedler, Volker and Schaefer-Prokop, Cornelia",,,
Uffm05a,article,Computed radiography and direct radiography: influence of acquisition dose on the detection of simulated lung lesions,"Uffmann, Martin and Prokop, Mathias and Eisenhuber, Edith and Fuchsj\""ager, Michael and Weber, Michael and Schaefer-Prokop, Cornelia",,,
Uffm05b,article,Flat-panel-detector chest radiography: effect of tube voltage on image quality,"Uffmann, Martin and Neitzel, Ulrich and Prokop, Mathias and Kabalan, Nahla and Weber, Michael and Herold, Christian J. and Schaefer-Prokop, Cornelia",,,
Uffm08,article,[Balance of required dose and image quality in digital radiography],"Uffmann, M. and Schaefer-Prokop, C. and Neitzel, U.",,,
Uffm09,article,Digital radiography: the balance between image quality and required radiation dose,"Uffmann, Martin and Schaefer-Prokop, Cornelia",,,
Vala19,mastersthesis,Analysis and endotracheal tube detection in chest x-rays using deep learning,"Valacchi, Lorenzo",,,
Valk19,conference,Familial discordance in disease phenotype in siblings with Stargardt disease,"Dyon Valkenburg and Esmee Runhart and Bart Liefers and Stanley Lambertus and S\'{a}nchez, Clara I. and Cremers, Frans P. and Nathalie M, Bax and Hoyng, Carel C B",,,
Valk19a,article,Highly variable disease courses in siblings with {Stargardt} disease,"Valkenburg, Dyon and Runhart, Esmee H and Bax, Nathalie M and Liefers, Bart and Lambertus, Stanley L and S\'{a}nchez, Clara I. and Cremers, Frans PM and Hoyng, Carel B",edb057ef58b113686d38a747196234aa2409d517,,"title matching: single bibkey, single ss_id"
Vare03,inproceedings,Mammographic mass characterization using sharpness and lobulation measures,C. Varela and J. M. Muller and N. Karssemeijer,25296bf46f2f414dcb6a595df5cbd178db33760f,,"title matching: single bibkey, single ss_id"
Vare05,article,Use of prior mammograms in the classification of benign and malignant masses,C. Varela and N. Karssemeijer and J. H. C. L. Hendriks and R. Holland,dd41e6d7a1923e0b947c4a7368c9a23b22570ec1,,"title matching: single bibkey, single ss_id"
Vare06,article,Use of border information in the classification of mammographic masses,C. Varela and S. Timp and N. Karssemeijer,35ad1f356614dfd1fa89f11720f00e25546eb996,,"title matching: single bibkey, single ss_id"
Veld00,article,Automated classification of clustered microcalcifications into malignant and benign types,W. J. Veldkamp and N. Karssemeijer and J. D. Otten and J. H. Hendriks,0d8168e66dd34b4039f31cc5f47482262c0be316,,"title matching: single bibkey, single ss_id"
Veld00a,article,Normalization of local contrast in mammograms,W. J. Veldkamp and N. Karssemeijer,a89e968c04e1a53c00ade6242c95151f7b0306a1,,"title matching: single bibkey, single ss_id"
Veld00b,phdthesis,Computer Aided Characterization of Microcalcification Clusters in Mammograms,W. J. H. Veldkamp,,,
Veld99a,inproceedings,Improved method for detection of microcalcification clusters in digital mammograms,Wouter J. H. Veldkamp and Nico Karssemeijer,c928564a62aecc7fa44d7df8351dddb4205f5a2b,,"title matching: single bibkey, single ss_id"
Vele21,article,Volumetric evaluation of CT images of adrenal glands in primary aldosteronism.,"Velema, M S and Canu, L and Dekkers, T and Hermus, A R M M and Timmers, H J L M and Schultze Kool, L J and Groenewoud, H J M M and Jacobs, C and Deinum, J and SPARTACUS Investigators",,,
Veli07,inproceedings,Bayesian {N}etwork {D}ecomposition for {M}odeling {B}reast {C}ancer {D}etection,M. Velikova and N. de Carvalho Ferreira and P. Lucas,,,
Veli08,inproceedings,A decision support system for breast cancer detection in screening programs,"Velikova, Marina and Lucas, Peter J. F. and Ferreira, Nivea and Samulski, Maurice and Karssemeijer, Nico",284f37574c118db59ec67a3b1580faa4b9eb6c7e,,"title matching: single bibkey, single ss_id"
Veli08a,inproceedings,Partially {M}onotone {N}etworks {A}pplied to {B}reast {C}ancer {D}etection on {M}ammograms,"Velikova, Marina and Daniels, Hennie and Samulski, Maurice",,,
Veli08d,inproceedings,Toward {E}xpert {K}nowledge {R}epresentation for {A}utomatic {B}reast {C}ancer {D}etection,"Velikova, Marina and Samulski, Maurice and Karssemeijer, Nico and Lucas, Peter",77d011099d6238973e9650c55120bb45da1606c9,,"title matching: single bibkey, single ss_id"
Veli09,article,Improved mammographic {CAD} performance using multi-view information: a {B}ayesian network framework,M. Velikova and M. Samulski and P. J. F. Lucas and N. Karssemeijer,035397ac5e8e55ade890c76064260a11bccd20a2,,"title matching: single bibkey, single ss_id"
Veli09a,inproceedings,Causal {P}robabilistic {M}odelling for {T}wo-{V}iew {M}ammographic {A}nalysis,"Velikova, Marina and Samulski, Maurice and Lucas, Peter J. and Karssemeijer, Nico",eeb232556baa984bf39d678b2619e58d47ee700d,,"title matching: single bibkey, single ss_id"
Veli10,inbook,An Advanced Probabilistic Framework for Assisting Screening Mammogram Interpretation,"Velikova, M. and Ferreira, N. and Samulski, M. and Lucas, P. and Karssemeijer, N.",e7326df695929ed141164de483b8e651d9b57d52,,"title matching: single bibkey, single ss_id"
Veli10a,inproceedings,Using local context information to improve automatic mammographic mass detection,M. Velikova and P. J. F. Lucas and N. Karssemeijer,5afc31c4d231f5f54b5ee029573b80ee72ead116,,"title matching: single bibkey, single ss_id"
Veli12,article,A probabilistic framework for image information fusion with an application to mammographic analysis,"Velikova, Marina and Lucas, Peter J F. and Samulski, Maurice and Karssemeijer, Nico",6e1eac7fb957bdd979dca2a234a9e02ee4656245,,"title matching: single bibkey, single ss_id"
Veli13,article,On the interplay of machine learning and background knowledge in image interpretation by Bayesian Networks,"Velikova, Marina and Lucas, Peter J F. and Samulski, Maurice and Karssemeijer, Nico",73de8d539bce0fed3f1d23153b169b00f35b4861,,"title matching: single bibkey, single ss_id"
Velt08,article,Contrast-enhanced magnetic resonance imaging of the breast: the value of pharmacokinetic parameters derived from fast dynamic imaging during initial enhancement in classifying lesions,J. Veltman and M. Stoutjesdijk and R. Mann and H. J. Huisman and J. O. Barentsz and J. G. Blickman and C. Boetes,,,
Velz19,inproceedings,Direct prediction of cardiovascular mortality from low-dose chest {CT} using deep learning,Sanne van Velzen and Majd Zreik and Nikolas Lessmann and Max A. Viergever and Pim A. de Jong and Helena M. Verkooijen and Ivana I{\v{s}}gum,,,
Velz19a,conference,Automatic prediction of coronary heart disease events using coronary and thoracic aorta calcium among african americans in the {Jackson Heart Study,"van Velzen, Sanne G. M. and Terry, James G. and de Vos, Bob D. and Lessmann, Nikolas and Nair, Sangeeta and Correa, Adolfo and Verkooijen, Helena M. and Carr, John J. and Isgum, Ivana",,,
Velz19c,conference,Deep learning for calcium scoring in radiotherapy treatment planning {CT} scans in breast cancer patients,"van Velzen, Sanne G. M. and Lessmann, Nikolas and Emaus, Marleen and van den Bongard, H. J. G. D. and Verkooijen, Helena M. and Isgum, Ivana",,,
Velz20,article,Deep learning for automatic calcium scoring in {CT}: Validation using multiple cardiac {CT} and chest {CT} protocols,Sanne G. M. van Velzen and Nikolas Lessmann and Birgitta K. Velthuis and Ingrid E. M. Bank and Desiree H. J. G. van den Bongard and Tim Leiner and Pim A. de Jong and Wouter B. Veldhuis and Adolfo Correa and James G. Terry and John Jeffrey Carr and Max A. Viergever and Helena M. Verkooijen and Ivana I{\v{s}}gum,13c0cf335efd48efcb2f35187c5392e4a6e213b5,,"title matching: single bibkey, single ss_id"
Ven10b,conference,The alpha-motoneuron pool as transmitter of rhythmicities in cortical motor drive,"van de Ven, W. J. M. and Kleine, B. U. and van Elswijk, G. A. and Oostenveld, R. and Stegeman, D. F.",,,
Ven10c,conference,[Broad spectrum in vivo diffuse spectrometry - An exploration for improvements to the distinction of the neurovasular bundle during robot prostatectomy (RALP)],"van de Ven, W. J. M. and van Basten, J. P. and de Kruif, B. J. and Dunias, P. and Wieringa, F. P.",,,
Ven11a,inproceedings,Required accuracy of {MR-US} registration for prostate biopsies,"van de Ven, W. J. M. and Litjens, G. and Barentsz, J. O. and Hambrock, T. and Huisman, H. J.",448cddc81736e13b617d55f2550ae3665dfb447e,,"title matching: single bibkey, single ss_id"
Ven13,inproceedings,Surface-based prostate registration with biomechanical regularization,"van de Ven, W. J. M. and Hu, Y and Barentsz, J. O. and Karssemeijer, N and Barratt, D. and Huisman, H. J.",ef79b35cc95dd6c64d928f5043bc219be89d349f,,"title matching: single bibkey, single ss_id"
Ven13b,article,Simulated required accuracy of image registration tools for targeting high-grade cancer components with prostate biopsies,"van de Ven, W. J. M. and Hulsbergen-van de Kaa, C. A. and Hambrock, T. and Barentsz, J. O. and Huisman, H. J.",9662f207e1ded0224a86f85f40dbaf2fd28dadd2,,"title matching: single bibkey, single ss_id"
Ven13c,article,Prostate cancer: {MRI/US}-guided biopsy -- a viable alternative to {TRUS}-guidance,"van de Ven, W. J. M. and Barentsz, J. O.",,,
Ven13d,conference,Image registration for prostate {MR} guided biopsy using automated biomechanical modeling,Wendy J. M. van de Ven and Nico Karssemeijer and Jelle O. Barentsz and Henkjan J. Huisman,,,
Ven14,conference,Electro-magnetic tracker-based fusion for image-guided {TRUS} prostate biopsy,W. J. M. van de Ven and S. Rinsma and N. Karssemeijer and J. O. Barentsz and H. J. Huisman,a37e1c9868d5c6ffbeb3ff47d830186bc341beba,,"title matching: single bibkey, single ss_id"
Ven16,phdthesis,MRI guided TRUS prostate biopsy - a viable alternative?,"van de Ven, W.",,,
Ven16a,article,Visibility of prostate cancer on transrectal ultrasound during fusion with multi-parametric magnetic resonance imaging for biopsy,"van de Ven, W.J M. and Sedelaar, J.P.M. and van der Leest, M.M.G. and Hulsbergen-van de Kaa, C.A. and Barentsz, J.O. and Futterer, J.J. and Huisman, Henkjan J.",d267d21a0b48d6019c2fda657e64b4134b64a956,,"title matching: single bibkey, single ss_id"
Ven16f,article,MR}-targeted {TRUS} prostate biopsy using local reference augmentation: initial experience,"van de Ven}, Wendy J. M. and Venderink, Wulphert and Sedelaar, J. P. Michiel and Veltman, Jeroen and Barentsz, Jelle O. and F{\""{u}}tterer, Jurgen J. and Cornel, Erik B. and Huisman, Henkjan J.",,,
Vend17c,article,Retrospective comparison of direct in-bore magnetic resonance imaging (MRI) guided biopsy and fusion guided biopsy in patients with MRI lesions which are likely or highly likely to be clinically significant prostate cancer,Wulphert Venderink and Marloes van der Leest and Annemarijke van Luijtelaar and Wendy JM van de Ven and Jurgen J Futterer and JP Michiel Sedelaar and Henkjan J Huisman,b51d0edf0370b89b246e7e67f58640ffebd2e224,,"title matching: single bibkey, single ss_id"
Vend18,article,Elastic versus rigid image registration in {MRI-TRUS} fusion prostate biopsy: a systematic review and meta-analysis,"Venderink, Wulphert and de Rooij, Maarten and Sedelaar, Michiel J. and Huisman, Henkjan J. and Futterer, Jurgen J.",acaba0aa6a8a55104ae2cb09f093aa30621ffb47,"['2a846d2cba5a8f0db089e7f2af275a535b15d82f', 'acaba0aa6a8a55104ae2cb09f093aa30621ffb47']","title matching: single bibkey with multiple_ss_ids (['2a846d2cba5a8f0db089e7f2af275a535b15d82f', 'acaba0aa6a8a55104ae2cb09f093aa30621ffb47']), took the first one with most citations"
Venh15a,conference,Automated Quantification of Subretinal Fluid in Central Serous Chorioretinopathy in {3D} Optical Coherence Tomography Images,Freerk G. Venhuizen and Myrte B. Breukink and Bram van Ginneken and Mark J. J. P. van Grinsven and Bart Bloemen and Carel B. Hoyng and Thomas Theelen and Camiel J. F. Boon and Clara I. S\'{a}nchez,a11db962a303ac6cb6ff4216659189c2ed378c21,,"title matching: single bibkey, single ss_id"
Venh15b,inproceedings,Automated Age-Related Macular Degeneration Classification in {OCT} using Unsupervised Feature Learning,Freerk G. Venhuizen and Bram van Ginneken and Bart Bloemen and Mark J. J. P. van Grinsven and Rick Philipsen and Carel Hoyng and Thomas Theelen and Clara I. S\'{a}nchez,ae6efa478f3ecc99f2273effad86f7a8a78a333a,,"title matching: single bibkey, single ss_id"
Venh15c,conference,Vendor Independent Cyst Segmentation in Retinal {SD-OCT} Volumes using a Combination of Multiple Scale Convolutional Neural Networks,Freerk G. Venhuizen and Mark J.J.P. van Grinsven and Carel B. Hoyng and Thomas Theelen and Bram van Ginneken and Clara I. S\'{a}nchez,1d3c69edf9e573412de0c758b3db1b8f9996f2c1,,"title matching: single bibkey, single ss_id"
Venh16a,conference,Fully automated quantification of intraretinal cysts in 3D optical coherence tomography,Freerk G. Venhuizen and Mark J. J. P. van Grinsven and Bram van Ginneken and Carel B. Hoyng and Thomas Theelen and Clara I. S\'{a}nchez,a1b328c04b54decb972bf83458f9df4ab5608af3,,"title matching: single bibkey, single ss_id"
Venh17,conference,Fully automated detection of hyperreflective foci in optical coherence tomography,Freerk G. Venhuizen and Samuel Schaffhauser and Vivian Schreur and Bart Liefers and Bram van Ginneken and Carel B. Hoyng and Thomas Theelen and Eiko K. de Jong and Clara I. S\'{a}nchez,01df4624e9578fd597b0f0ee6d81ac508363e1eb,,"title matching: single bibkey, single ss_id"
Venh17a,article,Automated Staging of Age-Related Macular Degeneration Using Optical Coherence Tomography,Freerk G. Venhuizen and Bram van Ginneken and Freekje van Asten and Mark J.J.P van Grinsven and Sascha Fauser and Carel B Hoyng and Thomas Theelen and Clara I. S\'{a}nchez,e29513095896df886ebef0e1c8f8e40b6990cd70,,"title matching: single bibkey, single ss_id"
Venh17b,article,Robust Total Retina Thickness Segmentation in Optical Coherence Tomography Images using Convolutional Neural Networks,Freerk G. Venhuizen and Bram van Ginneken and Bart Liefers and Schreur and Mark J.J.P. van Grinsven and Sascha Fauser and Carel B. Hoyng and Thomas Theelen and Clara I. S\'{a}nchez,855320ff1a3bda22505a8f9da2c24f56c5ee7712,,"title matching: single bibkey, single ss_id"
Venh18,article,A Deep Learning Approach for Detection and Quantification of Intraretinal Cystoid Fluid in Multivendor Optical Coherence Tomography,"Venhuizen, F. G. and van Ginneken, B. and Liefers, B. and van Asten, F. and Schreur, V. and Fauser, S. and Hoyng, C. B. and Theelen, T. and S\'{a}nchez, C. I.",c4c99492376b43d7120067f806aa2d000fbc0b2f,,"title matching: single bibkey, single ss_id"
Venh19,phdthesis,Machine Learning for Quantification of Age-Related Macular Degeneration Imaging Biomarkers in Optical Coherence Tomography,Freerk Venhuizen,,,
Veni04,article,Clinical validation of the normalized mutual information method for registration of {CT} and {MR} images in radiotherapy of brain tumors,T. Veninga and H. Huisman and R. W. M. van der Maazen and H. Huizenga,62f44c20139e5638ca3f9b67bb446ebc8c4bac25,,"title matching: single bibkey, single ss_id"
Venk20,conference,Deep Learning for Lung Nodule Malignancy Prediction: Comparison With Clinicians and the Brock Model on an Independent Dataset From a Large Lung Screening Trial,"Venkadesh, Kiran Vaidhya and Setio, Arnaud Arindra Adiyoso and Saghir, Zaigham and van Ginneken, Bram and Jacobs, Colin",,,
Venk21,article,Deep Learning for Malignancy Risk Estimation of Pulmonary Nodules Detected at Low-Dose Screening {CT}.,"Venkadesh, Kiran Vaidhya and Setio, Arnaud A. A. and Schreuder, Anton and Scholten, Ernst T. and Chung, Kaman and W Wille, Mathilde M. and Saghir, Zaigham and van Ginneken, Bram and Prokop, Mathias and Jacobs, Colin",80ec09e2cb8244cab245f1108496af731d160ebf,,"title matching: single bibkey, single ss_id"
Venk21a,conference,Integration Of A Deep Learning Algorithm Into The Clinically Established PanCan Model For Malignancy Risk Estimation Of Screen-detected Pulmonary Nodules In First Screening CT,"Venkadesh, Kiran Vaidhya and Schreuder, Anton and Scholten, Ernst Th. and Atkar-Khattra, Sukhinder and Mayo, John R. and Saghir, Zaigham and Wille, Mathilde M. W. and van Ginneken, Bram and Lam, Stephen and Prokop, Mathias and Jacobs, Colin",,,
Venk22,conference,Deep learning for estimating pulmonary nodule malignancy risk using prior CT examinations in lung cancer screening,"Venkadesh, Kiran Vaidhya and Aleef, Tajwar Abrar and Schreuder, Anton and Scholten, Ernst Th. and van Ginneken, Bram and Prokop, Mathias and Jacobs, Colin",,,
Vent20,conference,Estimating Uncertainty of Deep Neural Networks for Age-related Macular Degeneration Grading using Optical Coherence Tomography,"de Vente, Coen and van Grinsven, Mark and De Zanet, Sandro and Mosinska, Agata and Sznitman, Raphael and Klaver, Caroline and S\'{a}nchez, Clara I.",fc12f80e0fe56243c26f628d311577507f34b39c,,"title matching: single bibkey, single ss_id"
Vent21,article,Automated COVID-19 Grading with Convolutional Neural Networks in Computed Tomography Scans: A Systematic Comparison,Coen de Vente and Luuk H. Boulogne and Kiran Vaidhya Venkadesh and Cheryl Sital and Nikolas Lessmann and Colin Jacobs and Clara I. S\'{a}nchez and Bram van Ginneken,441d6e8ba2cc2314d7d44425a158c25e27f9cb96,"['41f386d38567e38132525cad9bdc7da1ad6e8f1c', '441d6e8ba2cc2314d7d44425a158c25e27f9cb96']","title matching: single bibkey with multiple_ss_ids (['41f386d38567e38132525cad9bdc7da1ad6e8f1c', '441d6e8ba2cc2314d7d44425a158c25e27f9cb96']), took the first one with most citations"
Vent21a,conference,Making AI Transferable Across OCT Scanners from Different Vendors,"de Vente, Coen and Gonz\'{a}lez-Gonzalo, Cristina and Thee, Eric F. and van Grinsven, Mark and Klaver, Caroline C.W. and S\'{a}nchez, Clara I.",,,
Verb21,mastersthesis,Deep Learning for Fracture Detection in the Radius and Ulna on Conventional Radiographs,Jeroen Verboom,,,
Verm21,inproceedings,muPEN: Multi-class PseudoEdgeNet for PD-L1 assessment,"Vermazeren, Jeroen and van Eekelen, Leander and Meesters, Luca and Looijen-Salamon, Monika and Vos, Shoko and Munari, Enrico and Mercan, Caner and Ciompi, Francesco",,,
Veta18,article,Predicting breast tumor proliferation from whole-slide images: the {TUPAC16} challenge,Mitko Veta and Yujing J. Heng and Nikolas Stathonikos and Babak Ehteshami Bejnordi and Francisco Beca and Thomas Wollmann and Karl Rohr and Manan A. Shah and Dayong Wang and Mikael Rousson and Martin Hedlund and David Tellez and Francesco Ciompi and Erwan Zerhouni and David Lanyi and Matheus Viana and Vassili Kovalev and Vitali Liauchuk and Hady Ahmady Phoulady and Talha Qaiser and Simon Graham and Nasir Rajpoot and Erik Sjoblom and Jesper Molin and Kyunghyun Paeng and Sangheum Hwang and Sunggyun Park and Zhipeng Jia and Eric I-Chao Chang and Yan Xu and Andrew H. Beck and Paul J. van Diest and Josien P. W. Pluim,c377304af802f1ea67c6d696806a69f516a4472f,,"title matching: single bibkey, single ss_id"
